ave_spindle,std_spindle,max_spindle,min_spindle,median_spindle,rmse_spindle,pp_spindle,hdiff_spindle,fdiff_spindle,ave_x,std_x,max_x,min_x,median_x,rmse_x,pp_x,hdiff_x,fdiff_x,ave_y,std_y,max_y,min_y,median_y,rmse_y,pp_y,hdiff_y,fdiff_y,ave_z,std_z,max_z,min_z,median_z,rmse_z,pp_z,hdiff_z,fdiff_z
9.96087,5.65331,27.00583,3.76904,8.86563,11.45334,23.23679,15.46678,8.64284,-490.30418,338.49288,-41.0078,-970.9099,-424.2979,595.79831,929.9021,897.2272,672.0922,225.68758,203.86216,410.9654,-179.7775,355.8328,304.12935,929.9021,544.3674,279.61,-427.6106,7.99309,-411.147,-431.747,-431.747,427.6853,20.6,20.6,0.5948
8.83704,4.91212,25.4677,3.68969,8.13929,10.1105,21.77801,9.70794,7.73949,-607.33034,347.92283,-30.2719,-984.2719,-732.2283,699.92888,954.0,902.5373,654.9162,177.243,210.85592,410.7868,-192.6503,165.74,275.45471,954.0,589.7205,423.1549,-428.93674,8.63732,-411.147,-433.5473,-433.5195,429.0237,22.4003,22.4,0.88748
9.10394,5.09393,27.08212,3.74157,8.4994,10.43216,23.34056,11.32542,6.86972,-593.77003,355.56804,-40.9832,-973.8554,-683.4579,692.0921,932.8722,903.3947,726.5906,178.51251,206.4494,411.0762,-179.6089,163.4689,272.92503,932.8722,570.3163,374.0354,-430.2889,9.38709,-411.147,-435.347,-434.9433,430.39128,24.2,24.2,0.6
0.0061,0.0,0.0061,0.0061,0.0061,0.0061,0.0,0.0,0.0,-77.2412,0.0,-77.2412,-77.2412,-77.2412,77.2412,0.0,0.0,0.0,-234.6403,0.0,-234.6403,-234.6403,-234.6403,234.6403,0.0,0.0,0.0,-131.147,0.0,-131.147,-131.147,-131.147,131.147,0.0,0.0,0.0
8.27955,4.82098,22.24799,3.81481,6.04877,9.58085,18.43318,12.08838,7.28782,-355.35314,327.57843,-30.2493,-984.2719,-233.8741,483.30475,954.0226,907.6109,529.32085,211.4488,209.73671,411.3497,-192.6503,286.041,297.82559,954.0226,602.6654,317.3471,-434.43374,8.79766,-411.147,-438.347,-437.747,434.52282,27.2,27.2,0.0
10.28986,4.45299,25.3975,3.83007,9.9826,11.21206,21.56743,9.65911,6.74764,-588.47806,372.26666,-30.2719,-984.2719,-695.8499,696.33964,954.0,929.2354,758.3827,87.4028,235.17584,411.3497,-192.6503,35.859,250.89226,954.0,600.9602,506.7734,-438.70536,4.79642,-411.147,-440.147,-439.547,438.73158,29.0,0.0,0.0
10.42437,5.76847,22.90414,3.82092,9.40886,11.91398,19.08322,15.20127,10.74175,-386.85339,360.23661,-30.2432,-984.2719,-215.1295,528.60757,954.0287,915.731,706.7364,178.94921,207.63116,411.3497,-192.6503,177.32,274.10495,954.0287,583.61318,419.1805,-438.98331,7.78204,-411.147,-441.3476,-441.347,439.05228,30.2006,0.5642,0.0
10.00688,5.20662,26.4687,3.83007,9.39055,11.28036,22.63863,10.91037,8.38343,-754.93289,291.28004,-30.2719,-984.2719,-901.0866,809.17719,954.0,801.882,295.4232,157.67565,215.87974,411.3497,-192.6691,153.7879,267.33064,954.0,603.464,438.8018,-439.91037,9.27234,-411.147,-443.147,-443.147,440.00808,32.0,10.8726,0.1684
10.17601,5.95844,27.65892,3.70495,9.23185,11.79212,23.95398,16.04663,9.20133,-542.80613,362.49029,-41.141,-970.9099,-645.6795,652.71564,929.7689,897.6441,750.8018,192.69219,196.15074,410.5758,-179.8293,171.251,274.96435,929.7689,551.3183,277.4118,-437.63434,13.43023,-411.147,-444.947,-444.928,437.84036,33.8,33.8,1.576
8.2767,4.96344,26.11774,3.81176,6.64693,9.65088,22.30598,9.25321,7.30918,-553.55444,357.85213,-30.2719,-984.2719,-647.8974,659.15148,954.0,898.11744,751.3589,191.23135,201.65727,410.2475,-192.6503,170.877,277.912,954.0,589.413,278.5974,-438.68537,14.20305,-411.147,-446.747,-446.2646,438.91524,35.6,35.6,5.29885
10.47748,4.0926,25.37614,3.7141,10.31526,11.24842,21.66204,10.11383,4.69375,-643.49662,360.52899,-40.8773,-973.6999,-879.6409,737.61037,932.8226,918.892,657.4887,113.71466,203.30669,402.0407,-179.6966,137.8533,232.94771,932.8226,568.0101,435.5438,-446.44697,7.49311,-411.147,-448.547,-447.947,446.50984,37.4,0.6,0.4003
10.36134,5.9139,27.90918,3.72631,9.37834,11.93028,24.18287,16.02222,9.20438,-529.55486,359.54835,-40.9073,-970.9099,-589.0148,640.08075,930.0026,902.1617,743.8192,201.54608,200.30321,410.9968,-179.642,206.623,284.15172,930.0026,559.7775,291.6744,-441.90908,14.98836,-411.147,-449.747,-449.747,442.16319,38.6,38.6,0.6619
8.70092,5.20975,26.47481,3.82397,7.0864,10.14137,22.65084,11.49022,8.05078,-550.40972,358.63252,-30.2719,-971.0279,-645.9826,656.93846,940.756,897.5204,758.7298,193.47445,197.19532,410.2656,-192.6723,171.3894,276.25777,940.756,488.1975,277.985,-442.213,16.32907,-411.147,-451.5474,-451.1863,442.51438,40.4004,40.4,4.9835
10.26851,5.29437,28.64467,3.71105,9.91852,11.55304,24.93362,11.85034,5.63677,-665.02948,323.90064,-41.0109,-971.8074,-800.866,739.71334,930.7965,878.2855,564.452,192.63493,211.33492,410.7202,-179.9455,211.8333,285.95571,930.7965,572.00122,362.2609,-446.97722,14.34925,-411.147,-453.347,-452.747,447.20748,42.2,42.2,0.6
9.35999,5.49742,26.545,3.80871,7.31681,10.855,22.73629,14.00189,8.01416,-391.43253,362.87049,-30.2438,-984.2719,-221.1816,533.75501,954.0281,915.731,720.206,175.79276,211.89343,411.3497,-192.6503,177.0171,275.32148,954.0281,603.11535,420.062,-450.37501,12.62685,-411.147,-455.147,-454.547,450.55198,44.0,12.3607,0.0
11.22012,4.68244,27.63146,3.9491,11.27354,12.15797,23.68236,9.95514,6.57369,-588.86628,370.8082,-30.2459,-984.2719,-693.0543,695.88952,954.026,929.231,774.1256,104.16015,228.20162,411.3497,-192.6503,102.2742,250.84919,954.026,598.9006,483.6932,-454.85539,7.66261,-411.147,-456.347,-456.347,454.91993,45.2,0.0,0.0
11.81165,6.10964,26.27338,3.72631,11.26743,13.29823,22.54708,17.1511,9.27381,-385.85001,315.95584,-41.008,-962.4354,-328.9031,498.70665,921.4274,848.0657,598.2545,209.81801,206.6883,410.8848,-179.8833,302.9308,294.52275,921.4274,557.79,324.652,-450.8506,16.46087,-411.147,-458.147,-458.147,451.151,47.0,47.0,0.3912
10.21297,5.85935,27.67418,3.70495,9.75372,11.7744,23.96924,11.67333,10.22675,-624.73131,339.16716,-30.2719,-984.2719,-800.7529,710.86115,954.0,898.7942,590.0843,182.89376,212.69602,410.4915,-192.6503,176.0242,280.51689,954.0,589.5434,377.8072,-449.9587,18.94718,-411.147,-459.947,-459.9455,450.35744,48.8,48.8,2.1465
9.31453,5.87404,28.20521,3.708,7.9226,11.01203,24.49721,12.97952,8.83816,-594.4153,364.38201,-30.2719,-984.2719,-783.5577,697.21145,954.0,914.5792,752.7568,203.99491,186.40603,410.229,-192.6503,173.4137,276.33518,954.0,473.8783,272.345,-449.15399,20.45949,-411.147,-461.147,-460.937,449.61972,50.0,50.0,16.6925
10.51741,5.31444,29.63652,3.82397,10.10468,11.78386,25.81256,12.55837,6.14032,-647.7103,323.10279,-40.8922,-973.029,-704.8574,723.82598,932.1368,885.30625,561.0543,193.56291,213.51262,411.0288,-179.8077,227.4371,288.19132,932.1368,573.0407,388.2658,-454.74418,17.91919,-411.147,-462.947,-462.347,455.0971,51.8,51.8,0.6
9.60503,5.61695,26.67928,3.62255,7.12607,11.12685,23.05673,14.55947,8.08435,-390.47882,362.70201,-30.2719,-984.2719,-215.264,532.94132,954.0,915.67112,711.6148,173.50953,211.96896,411.3497,-192.6503,176.3193,273.92773,954.0,601.5224,423.118,-458.80878,15.49644,-411.147,-464.747,-464.147,459.07041,53.6,23.3056,0.0
11.57035,4.83334,27.61925,3.76598,11.55736,12.53931,23.85327,10.98666,6.64998,-602.55565,376.00648,-30.2719,-984.2719,-776.8903,710.24938,954.0,929.231,756.3348,120.61658,220.61273,411.3497,-192.6503,131.5064,251.43257,954.0,603.5012,468.4682,-464.03025,9.68514,-411.147,-465.947,-465.947,464.13132,54.8,0.0,0.0
11.55182,6.38496,30.71078,3.81481,10.8768,13.19894,26.89596,17.70989,8.97778,-448.94703,325.42918,-40.89,-970.9099,-382.5116,554.48858,930.0199,884.4496,600.2387,226.76478,208.64853,410.6334,-179.7024,374.2447,308.15008,930.0199,566.7805,293.8469,-457.78848,20.69747,-411.147,-467.747,-467.747,458.25613,56.6,56.6,0.5586
9.6744,6.04076,29.7647,3.69884,8.7405,11.40547,26.06586,12.56447,9.34782,-588.4299,364.2994,-30.2719,-984.2719,-681.6213,692.07211,954.0,913.1422,753.6716,209.45902,182.6076,410.0009,-192.6503,176.9516,277.88238,954.0,466.741,266.5976,-454.91896,24.18085,-411.147,-469.547,-469.3148,455.56116,58.4,58.4,36.4245
11.02409,5.78706,31.01596,3.72631,10.77609,12.45073,27.28965,14.06903,6.31123,-665.50484,324.40167,-41.0225,-973.1571,-801.3439,740.36014,932.1346,876.8938,562.5194,188.40761,212.077,411.077,-179.6539,196.2211,283.67954,932.1346,572.7526,410.1017,-462.01588,20.62805,-411.147,-471.347,-470.747,462.47615,60.2,60.2,0.6
9.38429,5.65592,30.24995,3.78735,6.88192,10.95693,26.4626,15.22263,8.42921,-324.36144,299.15329,-30.2635,-984.2719,-213.7292,441.25167,954.0084,771.3883,472.10805,211.78583,213.32676,411.3497,-192.6503,322.041,300.60198,954.0084,600.2084,323.70285,-463.74014,20.91986,-411.147,-473.147,-472.547,464.21176,62.0,62.0,0.1516
12.45993,5.0043,28.75759,3.8728,12.38136,13.42731,24.88479,11.36815,6.24104,-590.74681,373.02687,-30.2585,-984.2719,-695.6864,698.66361,954.0134,929.2364,768.32422,84.34679,237.49536,411.3497,-192.6503,-8.1927,252.02862,954.0134,603.2239,522.4371,-474.3415,0.38131,-471.147,-474.947,-474.347,474.34165,3.8,0.0,0.0
12.80132,6.78607,25.9743,3.73852,12.25318,14.48877,22.23579,18.80245,11.55126,-357.5263,313.59225,-30.2719,-962.4416,-227.9533,475.56824,932.1697,841.6808,576.2702,195.5336,208.01266,410.6608,-179.9464,194.0741,285.4867,932.1697,563.5415,393.8322,-466.80414,21.84258,-411.147,-476.147,-476.147,467.31489,65.0,65.0,0.3505
10.705,6.48518,30.60091,3.69579,9.90631,12.51617,26.90512,13.61126,10.97446,-638.61549,331.39173,-47.0499,-984.2719,-801.5864,719.47913,937.222,892.5066,588.2458,198.52645,202.21385,410.7143,-192.6503,177.1971,283.37819,937.222,546.0135,268.5899,-463.55824,26.02437,-411.147,-477.947,-477.8514,464.28818,66.8,66.8,10.9691
11.14808,5.96872,32.30384,3.83923,11.05991,12.64536,28.46461,14.2613,7.55944,-640.3314,326.49046,-40.8922,-973.8084,-684.7929,718.76305,932.9162,885.6346,565.8952,193.25045,213.1135,411.0803,-179.6539,230.8608,287.68577,932.9162,573.2027,378.9536,-467.60557,24.77996,-411.147,-479.747,-479.147,468.26169,68.6,68.6,0.6
11.04202,6.44811,30.92746,3.68053,9.46379,12.78688,27.24693,17.85028,9.21659,-418.64568,370.06206,-30.2719,-984.2719,-277.0047,558.75767,954.0,915.731,772.309,145.74846,218.57494,411.3497,-192.6503,154.4654,262.71204,954.0,603.2505,441.3564,-476.00262,17.283,-411.147,-481.547,-480.947,476.31628,70.4,0.4528,0.0
0.0061,0.0,0.0061,0.0061,0.0061,0.0061,0.0,0.0,0.0,-52.0329,0.0,-52.0329,-52.0329,-52.0329,52.0329,0.0,0.0,0.0,-169.3194,0.0,-169.3194,-169.3194,-169.3194,169.3194,0.0,0.0,0.0,-128.314,0.0,-128.314,-128.314,-128.314,128.314,0.0,0.0,0.0
9.49734,5.7387,30.57344,3.79345,7.62352,11.09649,26.77999,11.80151,9.52178,-525.79741,356.81002,-30.2719,-984.2719,-642.9005,635.43395,954.0,912.6681,751.3063,203.82892,202.21104,410.3318,-192.6693,186.3439,287.11589,954.0,587.4128,267.9894,-468.10037,28.43267,-411.147,-483.947,-483.429,468.96308,72.8,72.8,7.1691
12.55271,6.00138,33.11258,3.77514,12.56752,13.91356,29.33744,14.02631,7.10547,-713.16401,331.07645,-40.9733,-984.2719,-917.0219,786.26619,943.2986,875.8939,475.9789,144.41256,205.39676,411.3497,-179.6183,147.6456,251.08328,943.2986,574.3889,426.2109,-480.02051,18.40571,-411.147,-485.747,-485.147,480.37325,74.6,0.6,0.2767
12.36468,6.88847,27.62841,3.7019,11.29795,14.15402,23.92651,18.88791,11.1362,-419.12072,367.95357,-30.2719,-984.2719,-288.9665,557.72036,954.0,915.5959,759.919,137.48709,217.64404,411.3497,-192.6503,159.5557,257.43277,954.0,587.4084,440.5405,-481.60232,18.60355,-411.147,-486.947,-486.947,481.9615,75.8,0.5285,0.0
11.43377,6.28925,31.39744,3.68053,11.15757,13.04936,27.71691,13.08023,10.37324,-698.70315,300.86729,-30.2485,-984.2719,-812.9851,760.72808,954.0234,784.4185,458.879,196.19832,220.03567,411.3497,-192.6503,215.1206,294.80414,954.0234,602.8842,406.9033,-477.19609,26.29785,-411.147,-488.747,-488.747,477.92016,77.6,77.513,0.4798
10.77491,6.49472,33.93658,3.67443,10.27863,12.58094,30.26215,13.87677,10.1062,-627.1875,341.09614,-40.8448,-974.3101,-685.6171,713.94029,933.4653,887.7606,656.1366,186.08488,210.75875,410.6039,-179.6646,177.1991,281.15268,933.4653,571.6044,410.4108,-472.24648,31.67363,-411.147,-490.547,-490.0317,473.30747,79.4,79.4,14.5749
10.26316,5.98175,29.64568,3.76293,8.02942,11.87914,25.88275,14.49019,9.21964,-336.87311,324.9406,-30.2719,-984.2719,-194.35305,468.04902,954.0,904.5538,490.5529,203.16406,211.46599,411.3497,-192.6503,262.8589,293.24648,954.0,603.1989,334.8292,-482.74532,24.402,-411.147,-492.267,-491.747,483.36167,81.12,58.6761,0.0
